order_id;customer_id;order_date;total_amount_idr;shipping_city;shipping_province;shipping_cost_idr;payment_method;order_status;promo_code;discount_amount_idr;courier
ORD002171;CUST0538;24/10/2022;129000;Depok;Jawa Barat;12181;Transfer Bank;shipped;;;JNE
ORD002172;CUST0323;22/07/2022;618000;Tangerang;Banten;11647;GoPay;processing;;;SiCepat
ORD002173;CUST0767;06/03/2024;199000;Palembang;Sumatera Selatan;26742;Transfer Bank;delivered;;;JNE
ORD002174;CUST0440;27/08/2024;1440114;Palembang;Sumatera Selatan;28255;Kartu Kredit;delivered;SALE2024;45886;JNE
ORD002175;CUST0408;07/03/2022;129000;Denpasar;Bali;26736;OVO;cancelled;;;SiCepat
ORD002176;CUST0306;24/05/2022;459667;Tangerang;Banten;10399;Transfer Bank;delivered;SALE2024;39333;JNE
ORD002177;CUST0540;18/01/2025;1077406;Bekasi;Jawa Barat;10319;Transfer Bank;delivered;SALE2024;49594;JNE
ORD002178;CUST0331;21/01/2025;257961;Bogor;Jawa Barat;11505;OVO;cancelled;HARI BELANJA;40039;SiCepat
ORD002179;CUST0594;13/01/2025;299000;Malang;Jawa Timur;16253;Transfer Bank;delivered;;;SiCepat
ORD002180;CUST0244;16/03/2023;299000;Medan;Sumatera Utara;36818;QRIS;delivered;;;SiCepat
ORD002181;CUST0800;19/03/2023;328000;Padang;Sumatera Barat;29263;Kartu Kredit;shipped;;;J&T
ORD002182;CUST0199;03/01/2025;1277000;Semarang;Jawa Tengah;13361;OVO;delivered;;;Pos Indonesia
ORD002183;CUST0181;11/04/2024;477000;Makassar;Sulawesi Selatan;30457;GoPay;delivered;;;JNE
ORD002184;CUST0307;11/05/2022;449000;Yogyakarta;DI Yogyakarta;17835;QRIS;delivered;;;J&T
ORD002185;CUST0581;08/12/2023;295587;Tangerang;Banten;9283;Transfer Bank;cancelled;NEWUSER;32413;SiCepat
ORD002186;CUST0567;29/12/2024;1397000;Palembang;Sumatera Selatan;25395;OVO;delivered;;;SiCepat
ORD002187;CUST0763;16/09/2023;678000;Surabaya;Jawa Timur;14830;Transfer Bank;shipped;;;JNE
ORD002188;CUST0015;18/01/2022;428000;Medan;Sumatera Utara;39556;Transfer Bank;delivered;;;SiCepat
ORD002189;CUST0772;20/12/2023;1247000;Bogor;Jawa Barat;14486;Transfer Bank;delivered;;;SiCepat
ORD002190;CUST0677;11/03/2022;498640;Tangerang;Banten;11164;Kartu Kredit;delivered;RAMADAN23;19360;JNE
ORD002191;CUST0433;14/08/2024;367000;Banjarmasin;Kalimantan Selatan;28428;Kartu Kredit;cancelled;;;SiCepat
ORD002192;CUST0175;25/06/2024;996446;Palembang;Sumatera Selatan;33716;Transfer Bank;delivered;NEWUSER;29554;JNE
ORD002193;CUST0061;16/04/2024;279000;Bekasi;Jawa Barat;10223;Kartu Kredit;shipped;;;JNE
ORD002194;CUST0422;30/11/2024;256000;Makassar;Sulawesi Selatan;44969;Kartu Kredit;delivered;;;SiCepat
ORD002195;CUST0289;02/08/2023;550466;Tangerang;Banten;12123;Transfer Bank;delivered;HARBOLNAS22;14534;J&T
ORD002196;CUST0751;10/03/2022;349000;Malang;Jawa Timur;18290;Kartu Kredit;delivered;;;SiCepat
ORD002197;CUST0494;21/10/2023;897000;Pekanbaru;Riau;26578;Transfer Bank;delivered;;;JNE
ORD002198;CUST0584;10/01/2023;1426000;Tangerang;Banten;10703;Transfer Bank;returned;;;JNE
ORD002199;CUST0212;12/06/2022;197000;Semarang;Jawa Tengah;13777;Transfer Bank;shipped;;;J&T
ORD002200;CUST0367;04/05/2024;367000;Tangerang;Banten;10867;GoPay;delivered;;;J&T
ORD002201;CUST0702;25/06/2023;499000;Manado;Sulawesi Utara;38361;Transfer Bank;returned;;;JNE
ORD002202;CUST0099;20/06/2023;267000;Depok;Jawa Barat;9916;Transfer Bank;delivered;;;Anteraja
ORD002203;CUST0037;29/08/2023;221035;Depok;Jawa Barat;10192;Transfer Bank;delivered;HARBOLNAS22;45965;SiCepat
ORD002204;CUST0530;24/01/2023;308000;Manado;Sulawesi Utara;43046;OVO;delivered;;;Anteraja
ORD002205;CUST0754;08/10/2024;69000;Tangerang;Banten;13839;QRIS;cancelled;;;SiCepat
ORD002206;CUST0700;27/03/2024;715018;Banjarmasin;Kalimantan Selatan;38229;GoPay;shipped;RAMADAN23;31982;Pos Indonesia
ORD002207;CUST0728;20/05/2024;658000;Malang;Jawa Timur;16915;Transfer Bank;delivered;;;SiCepat
ORD002208;CUST0546;21/02/2025;515274;Palembang;Sumatera Selatan;28450;Kartu Kredit;cancelled;HARI BELANJA;19726;J&T
ORD002209;CUST0278;14/12/2023;372522;Balikpapan;Kalimantan Timur;38154;OVO;delivered;SALE2024;26478;J&T
ORD002210;CUST0056;21/04/2024;129671;Denpasar;Bali;31728;OVO;cancelled;NEWUSER;38329;JNE
ORD002211;CUST0395;13/12/2022;698000;Makassar;Sulawesi Selatan;30264;Transfer Bank;processing;;;Anteraja
ORD002212;CUST0411;18/11/2022;1561371;Bogor;Jawa Barat;14804;GoPay;delivered;HARI BELANJA;35629;JNE
ORD002213;CUST0496;01/07/2023;398000;Medan;Sumatera Utara;31839;Transfer Bank;processing;;;JNE
ORD002214;CUST0506;11/12/2023;663966;Pekanbaru;Riau;30620;OVO;shipped;HARBOLNAS22;33034;J&T
ORD002215;CUST0380;10/05/2024;588158;Malang;Jawa Timur;18792;OVO;delivered;FLASHSALE;10842;JNE
ORD002216;CUST0716;25/11/2023;388000;Pontianak;Kalimantan Barat;28693;GoPay;delivered;;;JNE
ORD002217;CUST0535;08/01/2023;699711;Banjarmasin;Kalimantan Selatan;29534;GoPay;delivered;HARBOLNAS22;28289;SiCepat
ORD002218;CUST0193;21/06/2024;378777;Medan;Sumatera Utara;30446;Kartu Kredit;delivered;NEWUSER;48223;Anteraja
ORD002219;CUST0061;10/08/2023;367325;Bekasi;Jawa Barat;12621;Kartu Kredit;cancelled;RAMADAN23;30675;J&T
ORD002220;CUST0255;16/12/2023;59000;Medan;Sumatera Utara;34805;QRIS;delivered;;;J&T
ORD002221;CUST0733;18/08/2022;358199;Makassar;Sulawesi Selatan;30034;Transfer Bank;delivered;HARBOLNAS22;47801;JNE
ORD002222;CUST0476;17/12/2023;108000;Jakarta;DKI Jakarta;11263;GoPay;cancelled;;;J&T
ORD002223;CUST0288;10/10/2023;1272778;Balikpapan;Kalimantan Timur;41568;Kartu Kredit;delivered;RAMADAN23;11222;JNE
ORD002224;CUST0349;26/11/2023;953240;Surabaya;Jawa Timur;13387;OVO;delivered;RAMADAN23;44760;SiCepat
ORD002225;CUST0602;17/09/2023;706451;Denpasar;Bali;30236;OVO;delivered;HARBOLNAS22;21549;JNE
ORD002226;CUST0239;15/09/2024;1247000;Jakarta;DKI Jakarta;11214;OVO;delivered;;;JNE
ORD002227;CUST0038;17/01/2024;449000;Bekasi;Jawa Barat;11780;Transfer Bank;shipped;;;SiCepat
ORD002228;CUST0670;19/12/2023;1427000;Bogor;Jawa Barat;11298;Transfer Bank;delivered;;;SiCepat
ORD002229;CUST0675;26/02/2022;1198000;Yogyakarta;DI Yogyakarta;13912;Kartu Kredit;delivered;;;J&T
ORD002230;CUST0091;28/07/2022;210210;Makassar;Sulawesi Selatan;44509;OVO;delivered;SALE2024;47790;JNE
ORD002231;CUST0224;09/06/2024;178000;Depok;Jawa Barat;9340;OVO;delivered;;;JNE
ORD002232;CUST0199;24/04/2024;217325;Semarang;Jawa Tengah;15195;OVO;delivered;WEEKEND25;31675;JNE
ORD002233;CUST0231;23/09/2023;549000;Bandung;Jawa Barat;12822;OVO;delivered;;;J&T
ORD002234;CUST0723;17/08/2024;637274;Medan;Sumatera Utara;25374;Transfer Bank;delivered;SALE2024;49726;SiCepat
ORD002235;CUST0541;24/11/2022;59000;Balikpapan;Kalimantan Timur;34478;Kartu Kredit;delivered;;;JNE
ORD002236;CUST0771;05/02/2025;499000;Jakarta;DKI Jakarta;9875;Kartu Kredit;delivered;;;J&T
ORD002237;CUST0061;15/01/2024;397000;Bekasi;Jawa Barat;12663;GoPay;delivered;;;JNE
ORD002238;CUST0393;08/11/2024;212896;Depok;Jawa Barat;12705;Transfer Bank;returned;FLASHSALE;16104;JNE
ORD002239;CUST0445;20/03/2024;348000;Makassar;Sulawesi Selatan;36811;OVO;shipped;;;J&T
ORD002240;CUST0077;23/03/2023;215717;Medan;Sumatera Utara;30925;OVO;delivered;RAMADAN23;42283;JNE
ORD002241;CUST0686;20/02/2023;1077000;Semarang;Jawa Tengah;12210;Kartu Kredit;delivered;;;SiCepat
ORD002242;CUST0694;21/10/2023;374293;Makassar;Sulawesi Selatan;37309;GoPay;shipped;SALE2024;24707;Pos Indonesia
ORD002243;CUST0305;25/02/2025;666000;Semarang;Jawa Tengah;14822;Transfer Bank;delivered;;;JNE
ORD002244;CUST0351;30/04/2023;399000;Tangerang;Banten;12921;GoPay;delivered;;;J&T
ORD002245;CUST0599;25/09/2024;131096;Manado;Sulawesi Utara;36043;OVO;delivered;HARBOLNAS22;47904;J&T
ORD002246;CUST0269;09/06/2023;637000;Pekanbaru;Riau;28516;GoPay;cancelled;;;SiCepat
ORD002247;CUST0792;06/10/2024;657000;Surabaya;Jawa Timur;14232;Kartu Kredit;delivered;;;J&T
ORD002248;CUST0531;21/11/2023;238000;Banjarmasin;Kalimantan Selatan;31681;Transfer Bank;processing;;;SiCepat
ORD002249;CUST0288;29/10/2022;176591;Denpasar;Bali;28775;Kartu Kredit;delivered;MEMBER10;21409;J&T
ORD002250;CUST0500;26/08/2023;608000;Pontianak;Kalimantan Barat;29825;GoPay;delivered;;;JNE
ORD002251;CUST0414;16/12/2023;199000;Surabaya;Jawa Timur;15880;Kartu Kredit;delivered;;;J&T
ORD002252;CUST0221;13/01/2025;298000;Balikpapan;Kalimantan Timur;44207;Kartu Kredit;delivered;;;JNE
ORD002253;CUST0492;06/07/2024;528000;Bandung;Jawa Barat;14114;Transfer Bank;delivered;;;J&T
ORD002254;CUST0566;22/01/2023;258000;Malang;Jawa Timur;17214;Kartu Kredit;delivered;;;JNE
ORD002255;CUST0709;05/06/2023;299000;Jakarta;DKI Jakarta;8225;QRIS;delivered;;;SiCepat
ORD002256;CUST0258;10/03/2023;138000;Yogyakarta;DI Yogyakarta;19703;Kartu Kredit;returned;;;J&T
ORD002257;CUST0571;11/10/2022;199000;Manado;Sulawesi Utara;33508;Kartu Kredit;returned;;;J&T
ORD002258;CUST0684;07/02/2024;252392;Pontianak;Kalimantan Barat;41890;GoPay;cancelled;HARBOLNAS22;24608;J&T
ORD002259;CUST0370;30/12/2023;498000;Palembang;Sumatera Selatan;33869;QRIS;processing;;;JNE
ORD002260;CUST0462;03/10/2023;842772;Depok;Jawa Barat;13823;OVO;delivered;SALE2024;34228;J&T
ORD002261;CUST0566;03/01/2023;118000;Semarang;Jawa Tengah;14701;GoPay;delivered;;;Anteraja
ORD002262;CUST0528;14/04/2024;438000;Bandung;Jawa Barat;11927;GoPay;cancelled;;;J&T
ORD002263;CUST0199;28/07/2024;1930996;Semarang;Jawa Tengah;13580;OVO;shipped;SALE2024;15004;J&T
ORD002264;CUST0092;09/03/2024;256060;Bandung;Jawa Barat;11740;OVO;processing;NEWUSER;42940;J&T
ORD002265;CUST0492;04/02/2022;1098000;Pekanbaru;Riau;22303;Transfer Bank;delivered;;;J&T
ORD002266;CUST0800;20/06/2024;257000;Padang;Sumatera Barat;28883;GoPay;delivered;;;J&T
ORD002267;CUST0032;22/06/2022;415557;Denpasar;Bali;26881;GoPay;delivered;HARBOLNAS22;33443;SiCepat
ORD002268;CUST0506;04/03/2023;549000;Pekanbaru;Riau;23764;Transfer Bank;returned;;;JNE
ORD002269;CUST0486;20/02/2024;89000;Yogyakarta;DI Yogyakarta;18091;Kartu Kredit;delivered;;;Anteraja
ORD002270;CUST0325;01/01/2025;387000;Tangerang;Banten;13701;GoPay;shipped;;;SiCepat
ORD002271;CUST0077;01/09/2023;797000;Medan;Sumatera Utara;26345;GoPay;returned;;;SiCepat
ORD002272;CUST0201;16/10/2024;279000;Yogyakarta;DI Yogyakarta;13481;Transfer Bank;delivered;;;JNE
ORD002273;CUST0030;26/03/2023;814000;Pekanbaru;Riau;29078;OVO;cancelled;;;SiCepat
ORD002274;CUST0272;29/09/2023;269047;Denpasar;Bali;25287;GoPay;returned;HARI BELANJA;28953;SiCepat
ORD002275;CUST0103;19/11/2022;947000;Jakarta;DKI Jakarta;8815;OVO;shipped;;;JNE
ORD002276;CUST0452;28/10/2024;1170885;Semarang;Jawa Tengah;14951;Transfer Bank;returned;HARBOLNAS22;27115;Anteraja
ORD002277;CUST0712;05/02/2025;1056000;Padang;Sumatera Barat;24535;QRIS;delivered;;;SiCepat
ORD002278;CUST0333;20/04/2023;101850;Palembang;Sumatera Selatan;30918;Transfer Bank;delivered;WEEKEND25;47150;JNE
ORD002279;CUST0658;12/09/2024;31294;Banjarmasin;Kalimantan Selatan;29008;GoPay;delivered;FLASHSALE;17706;Anteraja
ORD002280;CUST0281;24/01/2022;299000;Pontianak;Kalimantan Barat;29654;Transfer Bank;processing;;;J&T
ORD002281;CUST0528;24/05/2024;367581;Bandung;Jawa Barat;11107;OVO;shipped;FLASHSALE;31419;J&T
ORD002282;CUST0255;05/07/2024;56499;Medan;Sumatera Utara;30916;GoPay;delivered;HARBOLNAS22;22501;JNE
ORD002283;CUST0678;05/06/2022;846000;Surabaya;Jawa Timur;12883;GoPay;delivered;;;JNE
ORD002284;CUST0352;30/01/2025;68880;Makassar;Sulawesi Selatan;43326;Transfer Bank;delivered;HARBOLNAS22;10120;SiCepat
ORD002285;CUST0079;07/12/2022;372896;Pontianak;Kalimantan Barat;39403;Transfer Bank;delivered;HARI BELANJA;26104;J&T
ORD002286;CUST0192;21/12/2023;456106;Bandung;Jawa Barat;11574;GoPay;delivered;HARBOLNAS22;41894;JNE
ORD002287;CUST0271;02/11/2024;718000;Balikpapan;Kalimantan Timur;33272;GoPay;returned;;;SiCepat
ORD002288;CUST0747;17/01/2025;69000;Palembang;Sumatera Selatan;29143;GoPay;delivered;;;J&T
ORD002289;CUST0503;31/05/2023;475970;Surabaya;Jawa Timur;15053;OVO;cancelled;FLASHSALE;32030;Anteraja
ORD002290;CUST0094;12/10/2024;79724;Pekanbaru;Riau;28030;Transfer Bank;delivered;MEMBER10;19276;JNE
ORD002291;CUST0271;30/08/2024;646458;Balikpapan;Kalimantan Timur;32811;OVO;delivered;MEMBER10;19542;JNE
ORD002292;CUST0034;27/06/2023;124669;Palembang;Sumatera Selatan;34345;Transfer Bank;returned;HARBOLNAS22;24331;JNE
ORD002293;CUST0062;28/05/2024;557666;Padang;Sumatera Barat;24256;Transfer Bank;delivered;HARI BELANJA;41334;JNE
ORD002294;CUST0515;01/11/2024;628747;Tangerang;Banten;11751;OVO;shipped;HARI BELANJA;48253;SiCepat
ORD002295;CUST0754;23/02/2025;599000;Tangerang;Banten;12300;OVO;delivered;;;SiCepat
ORD002296;CUST0708;20/05/2023;329000;Medan;Sumatera Utara;32400;Transfer Bank;delivered;;;J&T
ORD002297;CUST0454;20/02/2022;138462;Pekanbaru;Riau;27147;Transfer Bank;cancelled;HARI BELANJA;10538;J&T
ORD002298;CUST0750;31/03/2023;231680;Bogor;Jawa Barat;14668;OVO;delivered;NEWUSER;17320;SiCepat
ORD002299;CUST0417;14/02/2024;134548;Pontianak;Kalimantan Barat;38886;GoPay;shipped;FLASHSALE;14452;Anteraja
ORD002300;CUST0113;18/08/2022;798000;Makassar;Sulawesi Selatan;33930;OVO;cancelled;;;J&T
ORD002301;CUST0011;05/05/2023;707000;Balikpapan;Kalimantan Timur;44255;Transfer Bank;processing;;;J&T
ORD002302;CUST0288;16/09/2023;279000;Balikpapan;Kalimantan Timur;30422;GoPay;delivered;;;SiCepat
ORD002303;CUST0510;10/11/2024;497000;Pekanbaru;Riau;22990;Transfer Bank;delivered;;;JNE
ORD002304;CUST0210;31/07/2023;84523;Bandung;Jawa Barat;12535;GoPay;delivered;RAMADAN23;44477;Pos Indonesia
ORD002305;CUST0173;15/12/2024;258670;Pekanbaru;Riau;26847;Kartu Kredit;delivered;SALE2024;40330;J&T
ORD002306;CUST0241;21/04/2024;199000;Depok;Jawa Barat;9838;OVO;processing;;;Anteraja
ORD002307;CUST0124;09/06/2024;148000;Manado;Sulawesi Utara;42369;GoPay;shipped;;;J&T
ORD002308;CUST0453;21/05/2024;1057149;Malang;Jawa Timur;16763;QRIS;delivered;SALE2024;40851;JNE
ORD002309;CUST0177;04/01/2025;197602;Bekasi;Jawa Barat;13707;OVO;delivered;SALE2024;31398;J&T
ORD002310;CUST0108;21/05/2023;1428665;Yogyakarta;DI Yogyakarta;16531;GoPay;cancelled;SALE2024;18335;J&T
ORD002311;CUST0053;14/01/2023;297000;Malang;Jawa Timur;18676;GoPay;delivered;;;J&T
ORD002312;CUST0110;15/09/2024;181452;Bogor;Jawa Barat;13368;GoPay;delivered;RAMADAN23;47548;JNE
ORD002313;CUST0351;07/10/2023;499000;Tangerang;Banten;9485;GoPay;delivered;;;SiCepat
ORD002314;CUST0690;30/06/2024;119000;Padang;Sumatera Barat;28152;Transfer Bank;delivered;;;JNE
ORD002315;CUST0028;06/11/2024;329000;Pontianak;Kalimantan Barat;37334;GoPay;delivered;;;JNE
ORD002316;CUST0099;23/02/2024;115824;Padang;Sumatera Barat;29161;Transfer Bank;delivered;WEEKEND25;33176;J&T
ORD002317;CUST0240;22/05/2022;349000;Yogyakarta;DI Yogyakarta;15215;Kartu Kredit;delivered;;;J&T
ORD002318;CUST0047;06/02/2025;657000;Malang;Jawa Timur;18598;GoPay;shipped;;;Anteraja
ORD002319;CUST0408;25/08/2022;657000;Denpasar;Bali;31320;OVO;shipped;;;J&T
ORD002320;CUST0177;05/10/2024;22948;Banjarmasin;Kalimantan Selatan;31645;GoPay;returned;HARBOLNAS22;36052;JNE
ORD002321;CUST0669;09/03/2023;988626;Depok;Jawa Barat;13992;GoPay;delivered;HARI BELANJA;48374;JNE
ORD002322;CUST0254;19/10/2023;149000;Balikpapan;Kalimantan Timur;32167;Transfer Bank;cancelled;;;SiCepat
ORD002323;CUST0036;13/11/2023;194998;Balikpapan;Kalimantan Timur;32438;QRIS;cancelled;MEMBER10;23002;SiCepat
ORD002324;CUST0502;06/01/2023;998000;Banjarmasin;Kalimantan Selatan;34790;GoPay;cancelled;;;J&T
ORD002325;CUST0244;25/01/2025;249000;Yogyakarta;DI Yogyakarta;18468;Transfer Bank;delivered;;;Pos Indonesia
ORD002326;CUST0366;19/02/2024;963218;Depok;Jawa Barat;12314;GoPay;delivered;SALE2024;32782;JNE
ORD002327;CUST0618;15/11/2024;1145351;Manado;Sulawesi Utara;41530;Transfer Bank;delivered;HARI BELANJA;31649;Anteraja
ORD002328;CUST0490;03/02/2025;183878;Pontianak;Kalimantan Barat;34133;OVO;delivered;MEMBER10;13122;SiCepat
ORD002329;CUST0527;16/04/2023;698000;Malang;Jawa Timur;17214;Kartu Kredit;delivered;;;SiCepat
ORD002330;CUST0556;19/02/2025;37968;Depok;Jawa Barat;11751;Transfer Bank;delivered;WEEKEND25;11032;JNE
ORD002331;CUST0288;20/01/2023;299000;Balikpapan;Kalimantan Timur;30584;Transfer Bank;delivered;;;SiCepat
ORD002332;CUST0461;27/08/2024;568745;Bekasi;Jawa Barat;13741;Transfer Bank;delivered;WEEKEND25;18255;J&T
ORD002333;CUST0626;25/12/2023;89000;Jakarta;DKI Jakarta;9618;OVO;cancelled;;;J&T
ORD002334;CUST0528;27/10/2022;59000;Bandung;Jawa Barat;14115;Transfer Bank;cancelled;;;J&T
ORD002335;CUST0770;18/09/2022;597000;Makassar;Sulawesi Selatan;34305;Transfer Bank;delivered;;;J&T
ORD002336;CUST0338;16/03/2024;368000;Semarang;Jawa Tengah;14121;Transfer Bank;delivered;;;SiCepat
ORD002337;CUST0357;02/06/2023;66833;Bekasi;Jawa Barat;12214;OVO;delivered;WEEKEND25;32167;SiCepat
ORD002338;CUST0720;14/01/2025;428000;Palembang;Sumatera Selatan;28536;Transfer Bank;returned;;;SiCepat
ORD002339;CUST0005;27/02/2025;816000;Bekasi;Jawa Barat;10220;OVO;delivered;;;SiCepat
ORD002340;CUST0465;19/12/2023;1091214;Surabaya;Jawa Timur;17814;Transfer Bank;delivered;RAMADAN23;34786;J&T
ORD002341;CUST0470;21/07/2024;219995;Tangerang;Banten;13755;Transfer Bank;returned;WEEKEND25;28005;J&T
ORD002342;CUST0314;26/10/2024;79000;Medan;Sumatera Utara;36244;Transfer Bank;delivered;;;J&T
ORD002343;CUST0159;28/02/2023;149240;Jakarta;DKI Jakarta;9760;Transfer Bank;delivered;SALE2024;29760;J&T
ORD002344;CUST0135;26/01/2025;715592;Makassar;Sulawesi Selatan;39672;Kartu Kredit;delivered;HARI BELANJA;31408;J&T
ORD002345;CUST0104;19/03/2022;375417;Balikpapan;Kalimantan Timur;33873;OVO;delivered;FLASHSALE;23583;J&T
ORD002346;CUST0754;31/01/2025;2973000;Tangerang;Banten;12493;OVO;returned;;;SiCepat
ORD002347;CUST0390;25/04/2023;1556000;Bandung;Jawa Barat;13655;OVO;shipped;;;Anteraja
ORD002348;CUST0421;23/03/2024;444288;Jakarta;DKI Jakarta;8133;GoPay;delivered;MEMBER10;32712;J&T
ORD002349;CUST0472;14/09/2022;491003;Manado;Sulawesi Utara;43250;QRIS;processing;NEWUSER;16997;SiCepat
ORD002350;CUST0310;14/12/2023;518863;Bekasi;Jawa Barat;10640;Transfer Bank;delivered;RAMADAN23;38137;J&T
ORD002351;CUST0012;08/04/2023;79000;Balikpapan;Kalimantan Timur;30325;GoPay;shipped;;;SiCepat
ORD002352;CUST0266;20/07/2023;258000;Jakarta;DKI Jakarta;11499;GoPay;delivered;;;JNE
ORD002353;CUST0001;20/07/2024;777000;Semarang;Jawa Tengah;13150;QRIS;delivered;;;Pos Indonesia
ORD002354;CUST0109;18/08/2024;399000;Padang;Sumatera Barat;29136;OVO;cancelled;;;J&T
ORD002355;CUST0120;21/03/2024;331513;Pontianak;Kalimantan Barat;32042;Kartu Kredit;delivered;NEWUSER;45487;J&T
ORD002356;CUST0751;02/02/2025;178000;Depok;Jawa Barat;12817;Transfer Bank;delivered;;;J&T
ORD002357;CUST0596;05/05/2023;478484;Pontianak;Kalimantan Barat;38814;Kartu Kredit;shipped;FLASHSALE;20516;J&T
ORD002358;CUST0520;07/03/2024;407000;Depok;Jawa Barat;10721;Transfer Bank;shipped;;;J&T
ORD002359;CUST0374;28/02/2024;642146;Pontianak;Kalimantan Barat;40701;GoPay;delivered;WEEKEND25;22854;J&T
ORD002360;CUST0432;16/09/2023;2424000;Depok;Jawa Barat;12780;Kartu Kredit;returned;;;J&T
ORD002361;CUST0436;20/09/2024;99000;Balikpapan;Kalimantan Timur;42753;OVO;shipped;;;J&T
ORD002362;CUST0721;11/06/2023;1117000;Tangerang;Banten;11266;Transfer Bank;delivered;;;SiCepat
ORD002363;CUST0270;12/02/2023;499000;Semarang;Jawa Tengah;17916;Kartu Kredit;cancelled;;;J&T
ORD002364;CUST0564;16/02/2025;1664731;Bogor;Jawa Barat;12533;Transfer Bank;processing;MEMBER10;40269;JNE
ORD002365;CUST0442;02/04/2023;848000;Padang;Sumatera Barat;33344;Kartu Kredit;delivered;;;JNE
ORD002366;CUST0101;01/05/2024;731065;Semarang;Jawa Tengah;13871;Transfer Bank;processing;SALE2024;46935;JNE
ORD002367;CUST0156;05/10/2022;371176;Bandung;Jawa Barat;11725;OVO;delivered;HARI BELANJA;26824;J&T
ORD002368;CUST0691;06/08/2024;599000;Jakarta;DKI Jakarta;8224;OVO;returned;;;J&T
ORD002369;CUST0259;12/08/2024;402425;Banjarmasin;Kalimantan Selatan;40615;Transfer Bank;delivered;NEWUSER;46575;J&T
ORD002370;CUST0558;28/12/2024;734787;Denpasar;Bali;21084;OVO;delivered;WEEKEND25;13213;SiCepat
ORD002371;CUST0416;22/05/2024;1056279;Denpasar;Bali;29529;Transfer Bank;delivered;HARI BELANJA;41721;SiCepat
ORD002372;CUST0758;07/04/2024;647000;Tangerang;Banten;10914;QRIS;shipped;;;JNE
ORD002373;CUST0103;06/09/2024;898000;Jakarta;DKI Jakarta;9568;OVO;cancelled;;;SiCepat
ORD002374;CUST0682;03/11/2024;637000;Bandung;Jawa Barat;10223;GoPay;cancelled;;;JNE
ORD002375;CUST0007;26/03/2024;599000;Tangerang;Banten;12684;OVO;delivered;;;SiCepat
ORD002376;CUST0621;12/04/2024;517000;Malang;Jawa Timur;20392;GoPay;delivered;;;J&T
ORD002377;CUST0238;31/05/2024;106467;Medan;Sumatera Utara;25943;Transfer Bank;delivered;HARBOLNAS22;22533;J&T
ORD002378;CUST0638;05/08/2024;746000;Depok;Jawa Barat;12082;OVO;shipped;;;JNE
ORD002379;CUST0189;27/06/2023;499000;Tangerang;Banten;11420;GoPay;delivered;;;JNE
ORD002380;CUST0722;12/09/2023;305803;Jakarta;DKI Jakarta;10967;GoPay;delivered;MEMBER10;42197;JNE
ORD002381;CUST0609;09/08/2022;808222;Bekasi;Jawa Barat;9858;Kartu Kredit;processing;HARBOLNAS22;18778;J&T
ORD002382;CUST0353;29/12/2024;173957;Balikpapan;Kalimantan Timur;38677;Transfer Bank;delivered;HARBOLNAS22;25043;Pos Indonesia
ORD002383;CUST0656;25/09/2023;520936;Surabaya;Jawa Timur;13230;QRIS;cancelled;WEEKEND25;24064;J&T
ORD002384;CUST0475;16/01/2022;1157398;Palembang;Sumatera Selatan;28985;Kartu Kredit;cancelled;RAMADAN23;40602;SiCepat
ORD002385;CUST0397;20/09/2023;352188;Balikpapan;Kalimantan Timur;31934;QRIS;delivered;FLASHSALE;46812;J&T
ORD002386;CUST0182;13/06/2024;697000;Depok;Jawa Barat;10307;Transfer Bank;returned;;;J&T
ORD002387;CUST0077;12/08/2024;1445000;Padang;Sumatera Barat;31005;Kartu Kredit;processing;;;SiCepat
ORD002388;CUST0320;14/02/2025;498000;Bekasi;Jawa Barat;11648;OVO;delivered;;;JNE
ORD002389;CUST0054;24/10/2023;311945;Manado;Sulawesi Utara;38775;QRIS;cancelled;FLASHSALE;37055;JNE
ORD002390;CUST0516;28/05/2023;229000;Denpasar;Bali;24298;GoPay;shipped;;;SiCepat
ORD002391;CUST0706;23/01/2023;208000;Depok;Jawa Barat;10805;GoPay;processing;;;SiCepat
ORD002392;CUST0001;21/11/2024;371604;Semarang;Jawa Tengah;17237;OVO;delivered;MEMBER10;27396;JNE
ORD002393;CUST0717;29/03/2024;499000;Palembang;Sumatera Selatan;25989;GoPay;shipped;;;Anteraja
ORD002394;CUST0646;04/11/2022;637000;Malang;Jawa Timur;18893;QRIS;delivered;;;SiCepat
ORD002395;CUST0233;10/11/2023;229619;Manado;Sulawesi Utara;42277;Kartu Kredit;shipped;FLASHSALE;19381;SiCepat
ORD002396;CUST0137;21/08/2024;172654;Surabaya;Jawa Timur;12648;Transfer Bank;delivered;HARI BELANJA;26346;SiCepat
ORD002397;CUST0785;10/02/2022;388000;Bogor;Jawa Barat;11956;Transfer Bank;cancelled;;;J&T
ORD002398;CUST0770;21/07/2023;101848;Pontianak;Kalimantan Barat;38721;GoPay;shipped;NEWUSER;27152;JNE
ORD002399;CUST0689;20/02/2025;697000;Medan;Sumatera Utara;27753;Transfer Bank;shipped;;;JNE
ORD002400;CUST0417;02/10/2023;129398;Balikpapan;Kalimantan Timur;37257;Transfer Bank;delivered;HARBOLNAS22;47602;SiCepat
ORD002401;CUST0210;25/08/2023;487533;Bandung;Jawa Barat;10018;QRIS;cancelled;WEEKEND25;48467;SiCepat
